CA,2000,1,260.69
CA,2000,2,267.72
CA,2000,3,276.67
CA,2000,4,285.22
CA,2001,1,296.23
CA,2001,2,305.26
CA,2001,3,311.7
CA,2001,4,316.09
CA,2002,1,324.53
CA,2002,2,335.56
CA,2002,3,348.17
CA,2002,4,358.34
CA,2003,1,366.61
CA,2003,2,373.45
CA,2003,3,386.09
CA,2003,4,410.81
CA,2004,1,423.99
CA,2004,2,450.55
CA,2004,3,496.31
CA,2004,4,515.32
CA,2005,1,537.76
CA,2005,2,569.19
CA,2005,3,597.41
CA,2005,4,624.02
CA,2006,1,636.91
CA,2006,2,642.61
CA,2006,3,644.71
CA,2006,4,640.9
CA,2007,1,632.2
CA,2007,2,621.43
CA,2007,3,598.24
CA,2007,4,573.9
CA,2008,1,541.76
CA,2008,2,497.05
CA,2008,3,459.42
CA,2008,4,443.53
CA,2009,1,439.38
CA,2009,2,419.31
CA,2009,3,410.1
CA,2009,4,411.36
CA,2010,1,408.39
CA,2010,2,407.18
CA,2010,3,409.25
CA,2010,4,404.64
CA,2011,1,390.4
CA,2011,2,384.07
CA,2011,3,385.39
CA,2011,4,384.05
CA,2012,1,379.65
CA,2012,2,380.34
CA,2012,3,388.57
CA,2012,4,396.52
CA,2013,1,405.44
CA,2013,2,424.51
CA,2013,3,448.1
CA,2013,4,463.16
CA,2014,1,473.12
CA,2014,2,485.59
CA,2014,3,495.86
CA,2014,4,501.43
CA,2015,1,505.79
CA,2015,2,517.96
CA,2015,3,532.29
CA,2015,4,539.61
CA,2016,1,546.53
CA,2016,2,556.09
CA,2016,3,567.37
CA,2016,4,575.72
CA,2017,1,586.22
CA,2017,2,599.38
CA,2017,3,611.24
CA,2017,4,621.59
CA,2018,1,634.39
CA,2018,2,649.22
CA,2018,3,658.47
CA,2018,4,659.79
CA,2019,1,663.99
CA,2019,2,671.58
CA,2019,3,678.03
CA,2019,4,682.53
CO,1975,1,54.53
CO,1975,2,54.36
CO,1975,3,54.51
CO,1975,4,55.21
CO,1976,1,54.83
CO,1976,2,59.8
CO,1976,3,59.9
CO,1976,4,62
CO,1977,1,64.76
CO,1977,2,65.62
CO,1977,3,69.13
CO,1977,4,73.12
CO,1978,1,76.14
CO,1978,2,80.01
CO,1978,3,84.2
CO,1978,4,87.97
CO,1979,1,91.9
CO,1979,2,94.87
CO,1979,3,97.81
CO,1979,4,99.65
CO,1980,1,100
CO,1980,2,102.57
CO,1980,3,107.02
CO,1980,4,106.43
CO,1981,1,106.78
CO,1981,2,108.64
CO,1981,3,114.76
CO,1981,4,114.75
CO,1982,1,119.49
CO,1982,2,121.62
CO,1982,3,123.21
CO,1982,4,126.87
CO,1983,1,126.66
CO,1983,2,125.64
CO,1983,3,127.18
CO,1983,4,122.07
CO,1984,1,126.78
CO,1984,2,125.98
CO,1984,3,126.24
CO,1984,4,124.18
CO,1985,1,127.08
CO,1985,2,126.21
CO,1985,3,127.13
CO,1985,4,124.84
CO,1986,1,129.33
CO,1986,2,130.11
CO,1986,3,129.2
CO,1986,4,128.53
CO,1987,1,130.21
CO,1987,2,128.69
CO,1987,3,126
CO,1987,4,124.85
CO,1988,1,125.69
CO,1988,2,125.51
CO,1988,3,124.28
CO,1988,4,123.63
CO,1989,1,123.87
CO,1989,2,124.85
CO,1989,3,127.34
CO,1989,4,126.92
CO,1990,1,127.32
CO,1990,2,128.23
CO,1990,3,129.16
CO,1990,4,129.58
CO,1991,1,131.1
CO,1991,2,132.7
CO,1991,3,133.82
CO,1991,4,136.04
CO,1992,1,138.1
CO,1992,2,141.15
CO,1992,3,144.22
CO,1992,4,146.97
CO,1993,1,149.62
CO,1993,2,153.36
CO,1993,3,157.7
CO,1993,4,161.56
CO,1994,1,166.39
CO,1994,2,173.84
CO,1994,3,178.4
CO,1994,4,179.52
CO,1995,1,183.11
CO,1995,2,186.69
CO,1995,3,190.55
CO,1995,4,193.51
CO,1996,1,195.9
CO,1996,2,198.64
CO,1996,3,200.89
CO,1996,4,203.56
CO,1997,1,205.89
CO,1997,2,208.75
CO,1997,3,211.95
CO,1997,4,215.26
CO,1998,1,218.31
CO,1998,2,220.87
CO,1998,3,225.01
CO,1998,4,227.78
CO,1999,1,232.03
CO,1999,2,239.09
CO,1999,3,246.97
CO,1999,4,251.23
CO,2000,1,260.79
CO,2000,2,267.13
CO,2000,3,274.19
CO,2000,4,280.36
CO,2001,1,288.25
CO,2001,2,294.09
CO,2001,3,299.57
CO,2001,4,302.06
CO,2002,1,305.57
CO,2002,2,308.92
CO,2002,3,313.34
CO,2002,4,315.29
CO,2003,1,316.16
CO,2003,2,317.54
CO,2003,3,318.95
CO,2003,4,322.68
CO,2004,1,325.1
CO,2004,2,327.57
CO,2004,3,332.14
CO,2004,4,335.31
CO,2005,1,338.87
CO,2005,2,343.68
CO,2005,3,349.04
CO,2005,4,352.24
CO,2006,1,353.31
CO,2006,2,355.14
CO,2006,3,356.64
CO,2006,4,359.91
CO,2007,1,360.82
CO,2007,2,361.66
CO,2007,3,359.23
CO,2007,4,360.18
CO,2008,1,361.8
CO,2008,2,359.75
CO,2008,3,352.48
CO,2008,4,353.58
CO,2009,1,359.94
CO,2009,2,354.1
CO,2009,3,345.75
CO,2009,4,344.91
CO,2010,1,341.29
CO,2010,2,337.24
CO,2010,3,341.57
CO,2010,4,340
CO,2011,1,331.61
CO,2011,2,326.11
CO,2011,3,329.23
CO,2011,4,331.83
CO,2012,1,330.12
CO,2012,2,331.23
CO,2012,3,336.5
CO,2012,4,339.48
CO,2013,1,343.97
CO,2013,2,351.26
CO,2013,3,360.88
CO,2013,4,364.11
CO,2014,1,369.49
CO,2014,2,382.14
CO,2014,3,390.74
CO,2014,4,396.8
CO,2015,1,403.7
CO,2015,2,420.9
CO,2015,3,437.01
CO,2015,4,443.39
CO,2016,1,451.39
CO,2016,2,467.47
CO,2016,3,479.9
CO,2016,4,487.76
CO,2017,1,497.2
CO,2017,2,515.44
CO,2017,3,523.77
CO,2017,4,532.01
CO,2018,1,547
CO,2018,2,563.19
CO,2018,3,572.5
CO,2018,4,574.88
CO,2019,1,582.97
CO,2019,2,593.26
CO,2019,3,597.59
CO,2019,4,602.91
CT,1975,1,62.7
CT,1975,2,62.34
CT,1975,3,61.83
CT,1975,4,62.03
CT,1976,1,65.14
CT,1976,2,64.14
CT,1976,3,67.09
CT,1976,4,68.48
CT,1977,1,64.01
CT,1977,2,68.58
CT,1977,3,71.73
CT,1977,4,72.56
CT,1978,1,73.55
CT,1978,2,79.82
CT,1978,3,87.33
CT,1978,4,88.56
CT,1979,1,95.72
CT,1979,2,97.9
CT,1979,3,100.81
CT,1979,4,101.91
CT,1980,1,100
CT,1980,2,101.92
CT,1980,3,104.12
CT,1980,4,105.21
CT,1981,1,104.06
CT,1981,2,110.38
CT,1981,3,114.23
CT,1981,4,112.53
CT,1982,1,111.56
CT,1982,2,111.95
CT,1982,3,110.93
CT,1982,4,112.94
CT,1983,1,119.06
CT,1983,2,121.33
CT,1983,3,122.88
CT,1983,4,126.36
CT,1984,1,131.41
CT,1984,2,134.9
CT,1984,3,140.48
CT,1984,4,142.22
CT,1985,1,148.82
CT,1985,2,155.85
CT,1985,3,160.41
CT,1985,4,169.07
CT,1986,1,174.93
CT,1986,2,185.83
CT,1986,3,199.85
CT,1986,4,213.14
CT,1987,1,225.45
CT,1987,2,237.88
CT,1987,3,250.31
CT,1987,4,258.19
CT,1988,1,263.81
CT,1988,2,268.08
CT,1988,3,266.59
CT,1988,4,266.65
CT,1989,1,262.29
CT,1989,2,262.32
CT,1989,3,262.9
CT,1989,4,261.94
CT,1990,1,258.12
CT,1990,2,250.23
CT,1990,3,247.65
CT,1990,4,240.93
CT,1991,1,240.49
CT,1991,2,237.16
CT,1991,3,234.43
CT,1991,4,236.7
CT,1992,1,237.66
CT,1992,2,233.14
CT,1992,3,233.91
CT,1992,4,233.68
CT,1993,1,230.09
CT,1993,2,230.72
